input,output,split
41 + 56 = ???,41 + 56 = 097,valid
06 + 59 = ???,06 + 59 = 065,valid
21 + 85 = ???,21 + 85 = 106,valid
27 + 95 = ???,27 + 95 = 122,valid
83 + 36 = ???,83 + 36 = 119,valid
07 + 90 = ???,07 + 90 = 097,valid
91 + 87 = ???,91 + 87 = 178,valid
60 + 09 = ???,60 + 09 = 069,valid
57 + 42 = ???,57 + 42 = 099,valid
44 + 67 = ???,44 + 67 = 111,valid
24 + 02 = ???,24 + 02 = 026,valid
43 + 21 = ???,43 + 21 = 064,valid
09 + 61 = ???,09 + 61 = 070,valid
63 + 43 = ???,63 + 43 = 106,valid
03 + 55 = ???,03 + 55 = 058,valid
05 + 28 = ???,05 + 28 = 033,valid
93 + 44 = ???,93 + 44 = 137,valid
77 + 61 = ???,77 + 61 = 138,valid
06 + 58 = ???,06 + 58 = 064,valid
68 + 82 = ???,68 + 82 = 150,valid
01 + 41 = ???,01 + 41 = 042,valid
45 + 74 = ???,45 + 74 = 119,valid
47 + 33 = ???,47 + 33 = 080,valid
22 + 28 = ???,22 + 28 = 050,valid
19 + 90 = ???,19 + 90 = 109,valid
46 + 97 = ???,46 + 97 = 143,valid
94 + 96 = ???,94 + 96 = 190,valid
47 + 79 = ???,47 + 79 = 126,valid
71 + 75 = ???,71 + 75 = 146,valid
30 + 14 = ???,30 + 14 = 044,valid
71 + 81 = ???,71 + 81 = 152,valid
32 + 11 = ???,32 + 11 = 043,valid
12 + 65 = ???,12 + 65 = 077,valid
26 + 89 = ???,26 + 89 = 115,valid
40 + 02 = ???,40 + 02 = 042,valid
23 + 56 = ???,23 + 56 = 079,valid
15 + 73 = ???,15 + 73 = 088,valid
63 + 45 = ???,63 + 45 = 108,valid
72 + 55 = ???,72 + 55 = 127,valid
47 + 28 = ???,47 + 28 = 075,valid
83 + 64 = ???,83 + 64 = 147,valid
32 + 64 = ???,32 + 64 = 096,valid
89 + 56 = ???,89 + 56 = 145,valid
77 + 00 = ???,77 + 00 = 077,valid
37 + 63 = ???,37 + 63 = 100,valid
51 + 33 = ???,51 + 33 = 084,valid
14 + 08 = ???,14 + 08 = 022,valid
37 + 31 = ???,37 + 31 = 068,valid
76 + 43 = ???,76 + 43 = 119,valid
70 + 13 = ???,70 + 13 = 083,valid
92 + 18 = ???,92 + 18 = 110,valid
30 + 26 = ???,30 + 26 = 056,valid
87 + 33 = ???,87 + 33 = 120,valid
94 + 05 = ???,94 + 05 = 099,valid
72 + 02 = ???,72 + 02 = 074,valid
86 + 80 = ???,86 + 80 = 166,valid
40 + 47 = ???,40 + 47 = 087,valid
16 + 55 = ???,16 + 55 = 071,valid
52 + 30 = ???,52 + 30 = 082,valid
13 + 90 = ???,13 + 90 = 103,valid
70 + 32 = ???,70 + 32 = 102,valid
83 + 16 = ???,83 + 16 = 099,valid
72 + 20 = ???,72 + 20 = 092,valid
01 + 63 = ???,01 + 63 = 064,valid
07 + 80 = ???,07 + 80 = 087,valid
60 + 50 = ???,60 + 50 = 110,valid
84 + 74 = ???,84 + 74 = 158,valid
79 + 71 = ???,79 + 71 = 150,valid
80 + 04 = ???,80 + 04 = 084,valid
12 + 28 = ???,12 + 28 = 040,valid
33 + 40 = ???,33 + 40 = 073,valid
39 + 62 = ???,39 + 62 = 101,valid
91 + 34 = ???,91 + 34 = 125,valid
53 + 53 = ???,53 + 53 = 106,valid
99 + 05 = ???,99 + 05 = 104,valid
37 + 92 = ???,37 + 92 = 129,valid
13 + 14 = ???,13 + 14 = 027,valid
25 + 48 = ???,25 + 48 = 073,valid
02 + 01 = ???,02 + 01 = 003,valid
74 + 23 = ???,74 + 23 = 097,valid
06 + 91 = ???,06 + 91 = 097,valid
20 + 51 = ???,20 + 51 = 071,valid
19 + 93 = ???,19 + 93 = 112,valid
80 + 60 = ???,80 + 60 = 140,valid
81 + 24 = ???,81 + 24 = 105,valid
95 + 82 = ???,95 + 82 = 177,valid
40 + 49 = ???,40 + 49 = 089,valid
57 + 39 = ???,57 + 39 = 096,valid
41 + 53 = ???,41 + 53 = 094,valid
62 + 20 = ???,62 + 20 = 082,valid
23 + 79 = ???,23 + 79 = 102,valid
18 + 54 = ???,18 + 54 = 072,valid
93 + 95 = ???,93 + 95 = 188,valid
60 + 73 = ???,60 + 73 = 133,valid
57 + 98 = ???,57 + 98 = 155,valid
88 + 20 = ???,88 + 20 = 108,valid
23 + 24 = ???,23 + 24 = 047,valid
76 + 15 = ???,76 + 15 = 091,valid
55 + 21 = ???,55 + 21 = 076,valid
04 + 79 = ???,04 + 79 = 083,valid
76 + 81 = ???,76 + 81 = 157,valid
73 + 70 = ???,73 + 70 = 143,valid
87 + 28 = ???,87 + 28 = 115,valid
10 + 43 = ???,10 + 43 = 053,valid
23 + 10 = ???,23 + 10 = 033,valid
30 + 90 = ???,30 + 90 = 120,valid
06 + 70 = ???,06 + 70 = 076,valid
71 + 29 = ???,71 + 29 = 100,test
52 + 52 = ???,52 + 52 = 104,test
98 + 64 = ???,98 + 64 = 162,test
03 + 02 = ???,03 + 02 = 005,test
26 + 87 = ???,26 + 87 = 113,test
62 + 34 = ???,62 + 34 = 096,test
46 + 21 = ???,46 + 21 = 067,test
47 + 58 = ???,47 + 58 = 105,test
60 + 46 = ???,60 + 46 = 106,test
08 + 29 = ???,08 + 29 = 037,test
09 + 23 = ???,09 + 23 = 032,test
68 + 58 = ???,68 + 58 = 126,test
33 + 47 = ???,33 + 47 = 080,test
60 + 59 = ???,60 + 59 = 119,test
28 + 62 = ???,28 + 62 = 090,test
48 + 47 = ???,48 + 47 = 095,test
22 + 69 = ???,22 + 69 = 091,test
42 + 06 = ???,42 + 06 = 048,test
11 + 03 = ???,11 + 03 = 014,test
37 + 55 = ???,37 + 55 = 092,test
98 + 84 = ???,98 + 84 = 182,test
40 + 86 = ???,40 + 86 = 126,test
74 + 21 = ???,74 + 21 = 095,test
78 + 81 = ???,78 + 81 = 159,test
81 + 39 = ???,81 + 39 = 120,test
00 + 72 = ???,00 + 72 = 072,test
89 + 70 = ???,89 + 70 = 159,test
75 + 87 = ???,75 + 87 = 162,test
38 + 86 = ???,38 + 86 = 124,test
71 + 36 = ???,71 + 36 = 107,test
62 + 74 = ???,62 + 74 = 136,test
78 + 50 = ???,78 + 50 = 128,test
75 + 10 = ???,75 + 10 = 085,test
49 + 76 = ???,49 + 76 = 125,test
20 + 49 = ???,20 + 49 = 069,test
58 + 65 = ???,58 + 65 = 123,test
58 + 73 = ???,58 + 73 = 131,test
02 + 41 = ???,02 + 41 = 043,test
03 + 89 = ???,03 + 89 = 092,test
19 + 09 = ???,19 + 09 = 028,test
28 + 53 = ???,28 + 53 = 081,test
82 + 46 = ???,82 + 46 = 128,test
45 + 42 = ???,45 + 42 = 087,test
29 + 73 = ???,29 + 73 = 102,test
30 + 76 = ???,30 + 76 = 106,test
63 + 66 = ???,63 + 66 = 129,test
40 + 67 = ???,40 + 67 = 107,test
78 + 40 = ???,78 + 40 = 118,test
42 + 68 = ???,42 + 68 = 110,test
70 + 63 = ???,70 + 63 = 133,test
60 + 43 = ???,60 + 43 = 103,test
14 + 24 = ???,14 + 24 = 038,test
45 + 21 = ???,45 + 21 = 066,test
63 + 64 = ???,63 + 64 = 127,test
27 + 41 = ???,27 + 41 = 068,test
28 + 25 = ???,28 + 25 = 053,test
47 + 75 = ???,47 + 75 = 122,test
82 + 96 = ???,82 + 96 = 178,test
32 + 16 = ???,32 + 16 = 048,test
82 + 45 = ???,82 + 45 = 127,test
22 + 79 = ???,22 + 79 = 101,test
25 + 53 = ???,25 + 53 = 078,test
18 + 22 = ???,18 + 22 = 040,test
10 + 59 = ???,10 + 59 = 069,test
16 + 60 = ???,16 + 60 = 076,test
30 + 24 = ???,30 + 24 = 054,test
94 + 65 = ???,94 + 65 = 159,test
96 + 43 = ???,96 + 43 = 139,test
37 + 94 = ???,37 + 94 = 131,test
95 + 79 = ???,95 + 79 = 174,test
82 + 72 = ???,82 + 72 = 154,test
16 + 06 = ???,16 + 06 = 022,test
99 + 47 = ???,99 + 47 = 146,test
57 + 43 = ???,57 + 43 = 100,test
30 + 12 = ???,30 + 12 = 042,test
96 + 63 = ???,96 + 63 = 159,test
86 + 43 = ???,86 + 43 = 129,test
39 + 25 = ???,39 + 25 = 064,test
24 + 18 = ???,24 + 18 = 042,test
94 + 00 = ???,94 + 00 = 094,test
15 + 06 = ???,15 + 06 = 021,test
49 + 20 = ???,49 + 20 = 069,test
63 + 58 = ???,63 + 58 = 121,test
20 + 54 = ???,20 + 54 = 074,test
00 + 96 = ???,00 + 96 = 096,test
72 + 03 = ???,72 + 03 = 075,test
34 + 95 = ???,34 + 95 = 129,test
08 + 94 = ???,08 + 94 = 102,test
96 + 01 = ???,96 + 01 = 097,test
16 + 48 = ???,16 + 48 = 064,test
84 + 79 = ???,84 + 79 = 163,test
63 + 24 = ???,63 + 24 = 087,test
57 + 62 = ???,57 + 62 = 119,test
66 + 27 = ???,66 + 27 = 093,test
19 + 39 = ???,19 + 39 = 058,test
64 + 88 = ???,64 + 88 = 152,test
95 + 54 = ???,95 + 54 = 149,test
55 + 09 = ???,55 + 09 = 064,test
15 + 10 = ???,15 + 10 = 025,test
15 + 44 = ???,15 + 44 = 059,test
22 + 81 = ???,22 + 81 = 103,test
38 + 60 = ???,38 + 60 = 098,test
62 + 96 = ???,62 + 96 = 158,test
02 + 75 = ???,02 + 75 = 077,test
82 + 03 = ???,82 + 03 = 085,test
26 + 53 = ???,26 + 53 = 079,test
47 + 94 = ???,47 + 94 = 141,test
59 + 38 = ???,59 + 38 = 097,test
88 + 21 = ???,88 + 21 = 109,test
55 + 32 = ???,55 + 32 = 087,test
48 + 61 = ???,48 + 61 = 109,test
70 + 19 = ???,70 + 19 = 089,test
57 + 85 = ???,57 + 85 = 142,test
93 + 49 = ???,93 + 49 = 142,test
42 + 13 = ???,42 + 13 = 055,test
12 + 18 = ???,12 + 18 = 030,test
35 + 21 = ???,35 + 21 = 056,test
59 + 18 = ???,59 + 18 = 077,test
52 + 56 = ???,52 + 56 = 108,test
76 + 56 = ???,76 + 56 = 132,test
51 + 75 = ???,51 + 75 = 126,test
35 + 54 = ???,35 + 54 = 089,test
94 + 55 = ???,94 + 55 = 149,test
78 + 96 = ???,78 + 96 = 174,test
41 + 49 = ???,41 + 49 = 090,test
61 + 20 = ???,61 + 20 = 081,test
70 + 72 = ???,70 + 72 = 142,test
56 + 38 = ???,56 + 38 = 094,test
32 + 08 = ???,32 + 08 = 040,test
87 + 43 = ???,87 + 43 = 130,test
72 + 30 = ???,72 + 30 = 102,test
60 + 11 = ???,60 + 11 = 071,test
31 + 14 = ???,31 + 14 = 045,test
86 + 34 = ???,86 + 34 = 120,test
53 + 91 = ???,53 + 91 = 144,test
37 + 56 = ???,37 + 56 = 093,test
75 + 03 = ???,75 + 03 = 078,test
46 + 53 = ???,46 + 53 = 099,test
68 + 30 = ???,68 + 30 = 098,test
16 + 33 = ???,16 + 33 = 049,test
48 + 63 = ???,48 + 63 = 111,test
31 + 87 = ???,31 + 87 = 118,test
18 + 70 = ???,18 + 70 = 088,test
26 + 57 = ???,26 + 57 = 083,test
70 + 18 = ???,70 + 18 = 088,test
41 + 78 = ???,41 + 78 = 119,test
63 + 59 = ???,63 + 59 = 122,test
23 + 14 = ???,23 + 14 = 037,test
98 + 28 = ???,98 + 28 = 126,test
70 + 47 = ???,70 + 47 = 117,test
32 + 53 = ???,32 + 53 = 085,test
41 + 11 = ???,41 + 11 = 052,test
17 + 56 = ???,17 + 56 = 073,test
92 + 59 = ???,92 + 59 = 151,test
32 + 59 = ???,32 + 59 = 091,test
00 + 54 = ???,00 + 54 = 054,test
40 + 23 = ???,40 + 23 = 063,test
22 + 45 = ???,22 + 45 = 067,test
94 + 09 = ???,94 + 09 = 103,test
79 + 47 = ???,79 + 47 = 126,test
07 + 08 = ???,07 + 08 = 015,test
42 + 16 = ???,42 + 16 = 058,test
76 + 41 = ???,76 + 41 = 117,test
73 + 57 = ???,73 + 57 = 130,test
21 + 02 = ???,21 + 02 = 023,test
67 + 53 = ???,67 + 53 = 120,test
82 + 35 = ???,82 + 35 = 117,test
84 + 52 = ???,84 + 52 = 136,test
60 + 21 = ???,60 + 21 = 081,test
68 + 13 = ???,68 + 13 = 081,test
99 + 41 = ???,99 + 41 = 140,test
71 + 24 = ???,71 + 24 = 095,test
07 + 39 = ???,07 + 39 = 046,test
35 + 91 = ???,35 + 91 = 126,test
57 + 69 = ???,57 + 69 = 126,test
39 + 48 = ???,39 + 48 = 087,test
15 + 32 = ???,15 + 32 = 047,test
13 + 81 = ???,13 + 81 = 094,test
16 + 87 = ???,16 + 87 = 103,test
95 + 93 = ???,95 + 93 = 188,test
72 + 52 = ???,72 + 52 = 124,test
31 + 41 = ???,31 + 41 = 072,test
14 + 27 = ???,14 + 27 = 041,test
21 + 05 = ???,21 + 05 = 026,test
77 + 80 = ???,77 + 80 = 157,test
88 + 07 = ???,88 + 07 = 095,test
76 + 78 = ???,76 + 78 = 154,test
31 + 68 = ???,31 + 68 = 099,test
51 + 89 = ???,51 + 89 = 140,test
74 + 28 = ???,74 + 28 = 102,test
97 + 50 = ???,97 + 50 = 147,test
67 + 22 = ???,67 + 22 = 089,test
16 + 90 = ???,16 + 90 = 106,test
64 + 07 = ???,64 + 07 = 071,test
80 + 73 = ???,80 + 73 = 153,test
75 + 68 = ???,75 + 68 = 143,test
57 + 82 = ???,57 + 82 = 139,test
57 + 68 = ???,57 + 68 = 125,test
25 + 52 = ???,25 + 52 = 077,test
11 + 33 = ???,11 + 33 = 044,test
09 + 58 = ???,09 + 58 = 067,test
16 + 65 = ???,16 + 65 = 081,test
62 + 32 = ???,62 + 32 = 094,test
79 + 21 = ???,79 + 21 = 100,test
76 + 14 = ???,76 + 14 = 090,test
58 + 64 = ???,58 + 64 = 122,test
46 + 13 = ???,46 + 13 = 059,test
15 + 12 = ???,15 + 12 = 027,test
35 + 15 = ???,35 + 15 = 050,test
54 + 22 = ???,54 + 22 = 076,test
05 + 78 = ???,05 + 78 = 083,test
35 + 31 = ???,35 + 31 = 066,test
78 + 29 = ???,78 + 29 = 107,test
80 + 41 = ???,80 + 41 = 121,test
52 + 88 = ???,52 + 88 = 140,test
56 + 63 = ???,56 + 63 = 119,test
66 + 40 = ???,66 + 40 = 106,test
09 + 57 = ???,09 + 57 = 066,test
21 + 32 = ???,21 + 32 = 053,test
57 + 99 = ???,57 + 99 = 156,test
21 + 18 = ???,21 + 18 = 039,test
01 + 16 = ???,01 + 16 = 017,test
45 + 73 = ???,45 + 73 = 118,test
06 + 84 = ???,06 + 84 = 090,test
06 + 19 = ???,06 + 19 = 025,test
56 + 56 = ???,56 + 56 = 112,test
34 + 20 = ???,34 + 20 = 054,test
74 + 65 = ???,74 + 65 = 139,test
55 + 01 = ???,55 + 01 = 056,test
99 + 65 = ???,99 + 65 = 164,test
20 + 58 = ???,20 + 58 = 078,test
29 + 66 = ???,29 + 66 = 095,test
96 + 21 = ???,96 + 21 = 117,test
75 + 73 = ???,75 + 73 = 148,test
20 + 67 = ???,20 + 67 = 087,test
95 + 92 = ???,95 + 92 = 187,test
85 + 94 = ???,85 + 94 = 179,test
42 + 67 = ???,42 + 67 = 109,test
99 + 98 = ???,99 + 98 = 197,test
76 + 17 = ???,76 + 17 = 093,test
87 + 92 = ???,87 + 92 = 179,test
66 + 00 = ???,66 + 00 = 066,test
19 + 99 = ???,19 + 99 = 118,test
56 + 41 = ???,56 + 41 = 097,test
03 + 63 = ???,03 + 63 = 066,test
64 + 69 = ???,64 + 69 = 133,test
79 + 38 = ???,79 + 38 = 117,test
72 + 11 = ???,72 + 11 = 083,test
89 + 51 = ???,89 + 51 = 140,test
30 + 35 = ???,30 + 35 = 065,test
85 + 91 = ???,85 + 91 = 176,test
64 + 86 = ???,64 + 86 = 150,test
57 + 91 = ???,57 + 91 = 148,test
50 + 51 = ???,50 + 51 = 101,test
97 + 36 = ???,97 + 36 = 133,test
17 + 59 = ???,17 + 59 = 076,test
21 + 47 = ???,21 + 47 = 068,test
86 + 91 = ???,86 + 91 = 177,test
60 + 87 = ???,60 + 87 = 147,test
72 + 95 = ???,72 + 95 = 167,test
80 + 39 = ???,80 + 39 = 119,test
34 + 02 = ???,34 + 02 = 036,test
97 + 51 = ???,97 + 51 = 148,test
23 + 18 = ???,23 + 18 = 041,test
48 + 85 = ???,48 + 85 = 133,test
38 + 33 = ???,38 + 33 = 071,test
89 + 65 = ???,89 + 65 = 154,test
38 + 38 = ???,38 + 38 = 076,test
47 + 43 = ???,47 + 43 = 090,test
29 + 52 = ???,29 + 52 = 081,test
52 + 26 = ???,52 + 26 = 078,test
49 + 72 = ???,49 + 72 = 121,test
43 + 14 = ???,43 + 14 = 057,test
56 + 01 = ???,56 + 01 = 057,test
31 + 54 = ???,31 + 54 = 085,test
86 + 72 = ???,86 + 72 = 158,test
90 + 20 = ???,90 + 20 = 110,test
95 + 45 = ???,95 + 45 = 140,test
00 + 57 = ???,00 + 57 = 057,test
38 + 12 = ???,38 + 12 = 050,test
18 + 93 = ???,18 + 93 = 111,test
55 + 28 = ???,55 + 28 = 083,test
44 + 55 = ???,44 + 55 = 099,test
77 + 09 = ???,77 + 09 = 086,test
25 + 27 = ???,25 + 27 = 052,test
37 + 76 = ???,37 + 76 = 113,test
29 + 34 = ???,29 + 34 = 063,test
91 + 35 = ???,91 + 35 = 126,test
95 + 00 = ???,95 + 00 = 095,test
60 + 18 = ???,60 + 18 = 078,test
68 + 67 = ???,68 + 67 = 135,test
44 + 95 = ???,44 + 95 = 139,test
81 + 62 = ???,81 + 62 = 143,test
05 + 32 = ???,05 + 32 = 037,test
45 + 77 = ???,45 + 77 = 122,test
57 + 81 = ???,57 + 81 = 138,test
97 + 55 = ???,97 + 55 = 152,test
29 + 63 = ???,29 + 63 = 092,test
21 + 94 = ???,21 + 94 = 115,test
05 + 29 = ???,05 + 29 = 034,test
88 + 52 = ???,88 + 52 = 140,test
04 + 74 = ???,04 + 74 = 078,test
96 + 57 = ???,96 + 57 = 153,test
55 + 33 = ???,55 + 33 = 088,test
68 + 17 = ???,68 + 17 = 085,test
63 + 10 = ???,63 + 10 = 073,test
74 + 14 = ???,74 + 14 = 088,test
98 + 46 = ???,98 + 46 = 144,test
51 + 23 = ???,51 + 23 = 074,test
01 + 28 = ???,01 + 28 = 029,test
12 + 06 = ???,12 + 06 = 018,test
44 + 19 = ???,44 + 19 = 063,test
68 + 71 = ???,68 + 71 = 139,test
71 + 33 = ???,71 + 33 = 104,test
61 + 39 = ???,61 + 39 = 100,test
76 + 05 = ???,76 + 05 = 081,test
30 + 65 = ???,30 + 65 = 095,test
95 + 35 = ???,95 + 35 = 130,test
95 + 03 = ???,95 + 03 = 098,test
23 + 43 = ???,23 + 43 = 066,test
65 + 32 = ???,65 + 32 = 097,test
02 + 46 = ???,02 + 46 = 048,test
23 + 19 = ???,23 + 19 = 042,test
83 + 91 = ???,83 + 91 = 174,test
87 + 51 = ???,87 + 51 = 138,test
50 + 74 = ???,50 + 74 = 124,test
80 + 65 = ???,80 + 65 = 145,test
43 + 11 = ???,43 + 11 = 054,test
60 + 39 = ???,60 + 39 = 099,test
84 + 07 = ???,84 + 07 = 091,test
24 + 45 = ???,24 + 45 = 069,test
98 + 21 = ???,98 + 21 = 119,test
90 + 69 = ???,90 + 69 = 159,test
31 + 34 = ???,31 + 34 = 065,test
97 + 86 = ???,97 + 86 = 183,test
68 + 16 = ???,68 + 16 = 084,test
91 + 89 = ???,91 + 89 = 180,test
76 + 35 = ???,76 + 35 = 111,test
72 + 47 = ???,72 + 47 = 119,test
43 + 51 = ???,43 + 51 = 094,test
20 + 87 = ???,20 + 87 = 107,test
78 + 32 = ???,78 + 32 = 110,test
61 + 42 = ???,61 + 42 = 103,test
83 + 41 = ???,83 + 41 = 124,test
27 + 98 = ???,27 + 98 = 125,test
59 + 66 = ???,59 + 66 = 125,test
14 + 07 = ???,14 + 07 = 021,test
19 + 64 = ???,19 + 64 = 083,test
25 + 94 = ???,25 + 94 = 119,test
07 + 93 = ???,07 + 93 = 100,test
82 + 27 = ???,82 + 27 = 109,test
82 + 83 = ???,82 + 83 = 165,test
37 + 14 = ???,37 + 14 = 051,test
29 + 32 = ???,29 + 32 = 061,test
07 + 45 = ???,07 + 45 = 052,test
82 + 31 = ???,82 + 31 = 113,test
24 + 79 = ???,24 + 79 = 103,test
81 + 35 = ???,81 + 35 = 116,test
57 + 67 = ???,57 + 67 = 124,test
98 + 81 = ???,98 + 81 = 179,test
83 + 44 = ???,83 + 44 = 127,test
66 + 14 = ???,66 + 14 = 080,test
16 + 51 = ???,16 + 51 = 067,test
69 + 57 = ???,69 + 57 = 126,test
19 + 08 = ???,19 + 08 = 027,test
61 + 06 = ???,61 + 06 = 067,test
40 + 81 = ???,40 + 81 = 121,test
91 + 79 = ???,91 + 79 = 170,test
99 + 29 = ???,99 + 29 = 128,test
59 + 53 = ???,59 + 53 = 112,test
15 + 94 = ???,15 + 94 = 109,test
67 + 87 = ???,67 + 87 = 154,test
77 + 25 = ???,77 + 25 = 102,test
28 + 97 = ???,28 + 97 = 125,test
31 + 33 = ???,31 + 33 = 064,test
17 + 73 = ???,17 + 73 = 090,test
46 + 10 = ???,46 + 10 = 056,test
31 + 28 = ???,31 + 28 = 059,test
33 + 73 = ???,33 + 73 = 106,test
03 + 96 = ???,03 + 96 = 099,test
70 + 31 = ???,70 + 31 = 101,test
03 + 34 = ???,03 + 34 = 037,test
66 + 10 = ???,66 + 10 = 076,test
02 + 55 = ???,02 + 55 = 057,test
71 + 20 = ???,71 + 20 = 091,test
51 + 80 = ???,51 + 80 = 131,test
33 + 51 = ???,33 + 51 = 084,test
42 + 63 = ???,42 + 63 = 105,test
22 + 22 = ???,22 + 22 = 044,test
69 + 24 = ???,69 + 24 = 093,test
07 + 42 = ???,07 + 42 = 049,test
61 + 17 = ???,61 + 17 = 078,test
38 + 37 = ???,38 + 37 = 075,test
18 + 62 = ???,18 + 62 = 080,test
40 + 56 = ???,40 + 56 = 096,test
12 + 40 = ???,12 + 40 = 052,test
22 + 29 = ???,22 + 29 = 051,test
54 + 19 = ???,54 + 19 = 073,test
36 + 20 = ???,36 + 20 = 056,test
90 + 30 = ???,90 + 30 = 120,test
26 + 05 = ???,26 + 05 = 031,test
83 + 50 = ???,83 + 50 = 133,test
06 + 22 = ???,06 + 22 = 028,test
72 + 67 = ???,72 + 67 = 139,test
10 + 72 = ???,10 + 72 = 082,test
56 + 34 = ???,56 + 34 = 090,test
16 + 52 = ???,16 + 52 = 068,test
43 + 57 = ???,43 + 57 = 100,test
09 + 36 = ???,09 + 36 = 045,test
09 + 72 = ???,09 + 72 = 081,test
33 + 22 = ???,33 + 22 = 055,test
39 + 81 = ???,39 + 81 = 120,test
04 + 92 = ???,04 + 92 = 096,test
49 + 53 = ???,49 + 53 = 102,test
56 + 11 = ???,56 + 11 = 067,test
66 + 04 = ???,66 + 04 = 070,test
88 + 34 = ???,88 + 34 = 122,test
94 + 81 = ???,94 + 81 = 175,test
59 + 76 = ???,59 + 76 = 135,test
88 + 76 = ???,88 + 76 = 164,test
63 + 48 = ???,63 + 48 = 111,test
61 + 71 = ???,61 + 71 = 132,test
55 + 12 = ???,55 + 12 = 067,test
53 + 32 = ???,53 + 32 = 085,test
51 + 77 = ???,51 + 77 = 128,test
13 + 27 = ???,13 + 27 = 040,test
63 + 34 = ???,63 + 34 = 097,test
80 + 53 = ???,80 + 53 = 133,test
97 + 26 = ???,97 + 26 = 123,test
13 + 07 = ???,13 + 07 = 020,test
59 + 19 = ???,59 + 19 = 078,test
16 + 86 = ???,16 + 86 = 102,test
09 + 80 = ???,09 + 80 = 089,test
50 + 83 = ???,50 + 83 = 133,test
63 + 47 = ???,63 + 47 = 110,test
87 + 70 = ???,87 + 70 = 157,test
87 + 84 = ???,87 + 84 = 171,test
67 + 32 = ???,67 + 32 = 099,test
79 + 82 = ???,79 + 82 = 161,test
53 + 59 = ???,53 + 59 = 112,test
77 + 69 = ???,77 + 69 = 146,test
40 + 44 = ???,40 + 44 = 084,test
91 + 68 = ???,91 + 68 = 159,test
41 + 31 = ???,41 + 31 = 072,test
55 + 11 = ???,55 + 11 = 066,test
55 + 16 = ???,55 + 16 = 071,test
70 + 16 = ???,70 + 16 = 086,test
52 + 35 = ???,52 + 35 = 087,test
67 + 55 = ???,67 + 55 = 122,test
15 + 91 = ???,15 + 91 = 106,test
70 + 77 = ???,70 + 77 = 147,test
38 + 70 = ???,38 + 70 = 108,test
39 + 01 = ???,39 + 01 = 040,test
17 + 69 = ???,17 + 69 = 086,test
30 + 78 = ???,30 + 78 = 108,test
96 + 60 = ???,96 + 60 = 156,test
09 + 33 = ???,09 + 33 = 042,test
30 + 09 = ???,30 + 09 = 039,test
40 + 41 = ???,40 + 41 = 081,test
84 + 77 = ???,84 + 77 = 161,test
49 + 13 = ???,49 + 13 = 062,test
50 + 73 = ???,50 + 73 = 123,test
06 + 16 = ???,06 + 16 = 022,test
07 + 11 = ???,07 + 11 = 018,test
52 + 84 = ???,52 + 84 = 136,test
25 + 42 = ???,25 + 42 = 067,test
26 + 78 = ???,26 + 78 = 104,test
21 + 57 = ???,21 + 57 = 078,test
62 + 76 = ???,62 + 76 = 138,test
47 + 61 = ???,47 + 61 = 108,test
66 + 32 = ???,66 + 32 = 098,test
62 + 90 = ???,62 + 90 = 152,test
53 + 02 = ???,53 + 02 = 055,test
83 + 08 = ???,83 + 08 = 091,test
68 + 45 = ???,68 + 45 = 113,test
71 + 46 = ???,71 + 46 = 117,test
05 + 84 = ???,05 + 84 = 089,test
60 + 01 = ???,60 + 01 = 061,test
09 + 03 = ???,09 + 03 = 012,test
77 + 41 = ???,77 + 41 = 118,test
73 + 02 = ???,73 + 02 = 075,test
03 + 83 = ???,03 + 83 = 086,test
83 + 98 = ???,83 + 98 = 181,test
82 + 43 = ???,82 + 43 = 125,test
48 + 21 = ???,48 + 21 = 069,test
56 + 07 = ???,56 + 07 = 063,test
86 + 66 = ???,86 + 66 = 152,test
83 + 11 = ???,83 + 11 = 094,test
41 + 68 = ???,41 + 68 = 109,test
18 + 50 = ???,18 + 50 = 068,test
52 + 46 = ???,52 + 46 = 098,test
04 + 89 = ???,04 + 89 = 093,test
06 + 18 = ???,06 + 18 = 024,test
57 + 15 = ???,57 + 15 = 072,test
08 + 53 = ???,08 + 53 = 061,test
57 + 97 = ???,57 + 97 = 154,test
57 + 63 = ???,57 + 63 = 120,test
31 + 04 = ???,31 + 04 = 035,test
14 + 97 = ???,14 + 97 = 111,test
72 + 32 = ???,72 + 32 = 104,test
33 + 93 = ???,33 + 93 = 126,test
32 + 20 = ???,32 + 20 = 052,test
12 + 61 = ???,12 + 61 = 073,test
54 + 96 = ???,54 + 96 = 150,test
79 + 06 = ???,79 + 06 = 085,test
27 + 28 = ???,27 + 28 = 055,test
51 + 56 = ???,51 + 56 = 107,test
81 + 94 = ???,81 + 94 = 175,test
25 + 35 = ???,25 + 35 = 060,test
07 + 48 = ???,07 + 48 = 055,test
41 + 48 = ???,41 + 48 = 089,test
52 + 77 = ???,52 + 77 = 129,test
62 + 09 = ???,62 + 09 = 071,test
97 + 05 = ???,97 + 05 = 102,test
38 + 56 = ???,38 + 56 = 094,test
37 + 95 = ???,37 + 95 = 132,test
97 + 62 = ???,97 + 62 = 159,test
99 + 77 = ???,99 + 77 = 176,test
98 + 26 = ???,98 + 26 = 124,test
47 + 91 = ???,47 + 91 = 138,test
84 + 33 = ???,84 + 33 = 117,test
67 + 81 = ???,67 + 81 = 148,test
00 + 20 = ???,00 + 20 = 020,test
63 + 86 = ???,63 + 86 = 149,test
